Year,SERIES,UNIT_MEASURE,COMPOSITE_BREAKDOWN,Value
2015,EN_H2O_WQPS,GPERM3,UNA,0.093
2016,EN_H2O_WQPS,GPERM3,UNA,0.032
2017,EN_H2O_WQPS,GPERM3,UNA,0.047
2018,EN_H2O_WQPS,GPERM3,UNA,
2019,EN_H2O_WQPS,GPERM3,UNA,0.032
2020,EN_H2O_WQPS,GPERM3,UNA,0.021
2021,EN_H2O_WQPS,GPERM3,UNA,0.019
2009,EN_H2O_WQPS,GPERM3,VRBAS,0.065
2010,EN_H2O_WQPS,GPERM3,VRBAS,0.063
2011,EN_H2O_WQPS,GPERM3,VRBAS,0.068
2012,EN_H2O_WQPS,GPERM3,VRBAS,0.054
2013,EN_H2O_WQPS,GPERM3,VRBAS,0.055
2014,EN_H2O_WQPS,GPERM3,VRBAS,0.049
2015,EN_H2O_WQPS,GPERM3,VRBAS,0.072
2016,EN_H2O_WQPS,GPERM3,VRBAS,0.067
2017,EN_H2O_WQPS,GPERM3,VRBAS,0.082
2018,EN_H2O_WQPS,GPERM3,VRBAS,
2019,EN_H2O_WQPS,GPERM3,VRBAS,0.055
2020,EN_H2O_WQPS,GPERM3,VRBAS,0.075
2021,EN_H2O_WQPS,GPERM3,VRBAS,0.068
2009,EN_H2O_WQPS,GPERM3,BOSNA,0.122
2010,EN_H2O_WQPS,GPERM3,BOSNA,0.095
2011,EN_H2O_WQPS,GPERM3,BOSNA,0.095
2012,EN_H2O_WQPS,GPERM3,BOSNA,0.069
2013,EN_H2O_WQPS,GPERM3,BOSNA,0.066
2014,EN_H2O_WQPS,GPERM3,BOSNA,0.119
2015,EN_H2O_WQPS,GPERM3,BOSNA,0.09
2016,EN_H2O_WQPS,GPERM3,BOSNA,0.171
2017,EN_H2O_WQPS,GPERM3,BOSNA,0.333
2018,EN_H2O_WQPS,GPERM3,BOSNA,
2019,EN_H2O_WQPS,GPERM3,BOSNA,0.088
2020,EN_H2O_WQPS,GPERM3,BOSNA,0.89
2021,EN_H2O_WQPS,GPERM3,BOSNA,0.097
2009,EN_H2O_WQPS,GPERM3,DRINA,0.021
2010,EN_H2O_WQPS,GPERM3,DRINA,0.038
2011,EN_H2O_WQPS,GPERM3,DRINA,0.059
2012,EN_H2O_WQPS,GPERM3,DRINA,0.027
2013,EN_H2O_WQPS,GPERM3,DRINA,0.018
2014,EN_H2O_WQPS,GPERM3,DRINA,0.025
2015,EN_H2O_WQPS,GPERM3,DRINA,0.034
2016,EN_H2O_WQPS,GPERM3,DRINA,0.054
2017,EN_H2O_WQPS,GPERM3,DRINA,0.049
2018,EN_H2O_WQPS,GPERM3,DRINA,
2019,EN_H2O_WQPS,GPERM3,DRINA,0.046
2020,EN_H2O_WQPS,GPERM3,DRINA,0.028
2021,EN_H2O_WQPS,GPERM3,DRINA,0.03
2009,EN_H2O_WQPS,GPERM3,SAVA,0.07
2010,EN_H2O_WQPS,GPERM3,SAVA,0.081
2011,EN_H2O_WQPS,GPERM3,SAVA,0.094
2012,EN_H2O_WQPS,GPERM3,SAVA,0.09
2013,EN_H2O_WQPS,GPERM3,SAVA,0.071
2014,EN_H2O_WQPS,GPERM3,SAVA,0.094
2015,EN_H2O_WQPS,GPERM3,SAVA,0.09
2016,EN_H2O_WQPS,GPERM3,SAVA,0.087
2017,EN_H2O_WQPS,GPERM3,SAVA,0.11
2018,EN_H2O_WQPS,GPERM3,SAVA,
2019,EN_H2O_WQPS,GPERM3,SAVA,0.103
2020,EN_H2O_WQPS,GPERM3,SAVA,0.081
2021,EN_H2O_WQPS,GPERM3,SAVA,0.068
2009,EN_H2O_WQPS,GPERM3,UKRINA,0.071
2010,EN_H2O_WQPS,GPERM3,UKRINA,0.11
2011,EN_H2O_WQPS,GPERM3,UKRINA,0.066
2012,EN_H2O_WQPS,GPERM3,UKRINA,0.058
2013,EN_H2O_WQPS,GPERM3,UKRINA,0.054
2014,EN_H2O_WQPS,GPERM3,UKRINA,0.071
2015,EN_H2O_WQPS,GPERM3,UKRINA,0.036
2016,EN_H2O_WQPS,GPERM3,UKRINA,0.065
2017,EN_H2O_WQPS,GPERM3,UKRINA,0.068
2018,EN_H2O_WQPS,GPERM3,UKRINA,
2019,EN_H2O_WQPS,GPERM3,UKRINA,0.063
2020,EN_H2O_WQPS,GPERM3,UKRINA,0.069
2021,EN_H2O_WQPS,GPERM3,UKRINA,0.058
2009,EN_H2O_WQPT,GPERM3,TREBISNJICA,0.008
2010,EN_H2O_WQPT,GPERM3,TREBISNJICA,0.009
2011,EN_H2O_WQPT,GPERM3,TREBISNJICA,0.015
2012,EN_H2O_WQPT,GPERM3,TREBISNJICA,
2013,EN_H2O_WQPT,GPERM3,TREBISNJICA,0.022
2014,EN_H2O_WQPT,GPERM3,TREBISNJICA,0.01
2015,EN_H2O_WQPT,GPERM3,TREBISNJICA,0.009
2016,EN_H2O_WQPT,GPERM3,TREBISNJICA,0.027
2017,EN_H2O_WQPT,GPERM3,TREBISNJICA,0.038
2018,EN_H2O_WQPT,GPERM3,TREBISNJICA,
2019,EN_H2O_WQPT,GPERM3,TREBISNJICA,0.021
2020,EN_H2O_WQPT,GPERM3,TREBISNJICA,0.029
2021,EN_H2O_WQPT,GPERM3,TREBISNJICA,0.023
2009,EN_H2O_WQPT,GPERM3,NERETVA,
2010,EN_H2O_WQPT,GPERM3,NERETVA,
2011,EN_H2O_WQPT,GPERM3,NERETVA,0.53
2012,EN_H2O_WQPT,GPERM3,NERETVA,0.753
2013,EN_H2O_WQPT,GPERM3,NERETVA,0.575
2014,EN_H2O_WQPT,GPERM3,NERETVA,0.54
2015,EN_H2O_WQPT,GPERM3,NERETVA,2.298
2016,EN_H2O_WQPT,GPERM3,NERETVA,0.391
2017,EN_H2O_WQPT,GPERM3,NERETVA,0.283
2018,EN_H2O_WQPT,GPERM3,NERETVA,
2019,EN_H2O_WQPT,GPERM3,NERETVA,0.299
2020,EN_H2O_WQPT,GPERM3,NERETVA,0.011
2021,EN_H2O_WQPT,GPERM3,NERETVA,0.008
2009,EN_H2O_WQNS,GPERM3,UNA,1.42
2010,EN_H2O_WQNS,GPERM3,UNA,1.12
2011,EN_H2O_WQNS,GPERM3,UNA,1.03
2012,EN_H2O_WQNS,GPERM3,UNA,1.01
2013,EN_H2O_WQNS,GPERM3,UNA,0.99
2014,EN_H2O_WQNS,GPERM3,UNA,1.09
2015,EN_H2O_WQNS,GPERM3,UNA,1.9
2016,EN_H2O_WQNS,GPERM3,UNA,0.86
2017,EN_H2O_WQNS,GPERM3,UNA,0.8
2018,EN_H2O_WQNS,GPERM3,UNA,
2019,EN_H2O_WQNS,GPERM3,UNA,0.87
2020,EN_H2O_WQNS,GPERM3,UNA,0.436
2021,EN_H2O_WQNS,GPERM3,UNA,0.506
2009,EN_H2O_WQNS,GPERM3,VRBAS,1.74
2010,EN_H2O_WQNS,GPERM3,VRBAS,1.21
2011,EN_H2O_WQNS,GPERM3,VRBAS,1.66
2012,EN_H2O_WQNS,GPERM3,VRBAS,1.84
2013,EN_H2O_WQNS,GPERM3,VRBAS,1.33
2014,EN_H2O_WQNS,GPERM3,VRBAS,1.21
2015,EN_H2O_WQNS,GPERM3,VRBAS,1.88
2016,EN_H2O_WQNS,GPERM3,VRBAS,0.99
2017,EN_H2O_WQNS,GPERM3,VRBAS,0.94
2018,EN_H2O_WQNS,GPERM3,VRBAS,
2019,EN_H2O_WQNS,GPERM3,VRBAS,0.99
2020,EN_H2O_WQNS,GPERM3,VRBAS,0.61
2021,EN_H2O_WQNS,GPERM3,VRBAS,0.797
2009,EN_H2O_WQNS,GPERM3,BOSNA,2.0
2010,EN_H2O_WQNS,GPERM3,BOSNA,1.72
2011,EN_H2O_WQNS,GPERM3,BOSNA,2.55
2012,EN_H2O_WQNS,GPERM3,BOSNA,2.21
2013,EN_H2O_WQNS,GPERM3,BOSNA,1.79
2014,EN_H2O_WQNS,GPERM3,BOSNA,2.05
2015,EN_H2O_WQNS,GPERM3,BOSNA,3.16
2016,EN_H2O_WQNS,GPERM3,BOSNA,1.93
2017,EN_H2O_WQNS,GPERM3,BOSNA,2.05
2018,EN_H2O_WQNS,GPERM3,BOSNA,
2019,EN_H2O_WQNS,GPERM3,BOSNA,1.87
2020,EN_H2O_WQNS,GPERM3,BOSNA,1.505
2021,EN_H2O_WQNS,GPERM3,BOSNA,1.73
2009,EN_H2O_WQNS,GPERM3,DRINA,1.4
2010,EN_H2O_WQNS,GPERM3,DRINA,1.09
2011,EN_H2O_WQNS,GPERM3,DRINA,1.3
2012,EN_H2O_WQNS,GPERM3,DRINA,0.85
2013,EN_H2O_WQNS,GPERM3,DRINA,1.19
2014,EN_H2O_WQNS,GPERM3,DRINA,0.96
2015,EN_H2O_WQNS,GPERM3,DRINA,1.86
2016,EN_H2O_WQNS,GPERM3,DRINA,0.77
2017,EN_H2O_WQNS,GPERM3,DRINA,0.74
2018,EN_H2O_WQNS,GPERM3,DRINA,
2019,EN_H2O_WQNS,GPERM3,DRINA,0.62
2020,EN_H2O_WQNS,GPERM3,DRINA,0.619
2021,EN_H2O_WQNS,GPERM3,DRINA,0.398
2009,EN_H2O_WQNS,GPERM3,SAVA,2.01
2010,EN_H2O_WQNS,GPERM3,SAVA,1.6
2011,EN_H2O_WQNS,GPERM3,SAVA,1.58
2012,EN_H2O_WQNS,GPERM3,SAVA,1.59
2013,EN_H2O_WQNS,GPERM3,SAVA,1.71
2014,EN_H2O_WQNS,GPERM3,SAVA,1.55
2015,EN_H2O_WQNS,GPERM3,SAVA,2.35
2016,EN_H2O_WQNS,GPERM3,SAVA,1.4
2017,EN_H2O_WQNS,GPERM3,SAVA,1.46
2018,EN_H2O_WQNS,GPERM3,SAVA,
2019,EN_H2O_WQNS,GPERM3,SAVA,1.45
2020,EN_H2O_WQNS,GPERM3,SAVA,0.122
2021,EN_H2O_WQNS,GPERM3,SAVA,1.172
2009,EN_H2O_WQNS,GPERM3,UKRINA,1.4
2010,EN_H2O_WQNS,GPERM3,UKRINA,1.12
2011,EN_H2O_WQNS,GPERM3,UKRINA,0.68
2012,EN_H2O_WQNS,GPERM3,UKRINA,0.95
2013,EN_H2O_WQNS,GPERM3,UKRINA,1.03
2014,EN_H2O_WQNS,GPERM3,UKRINA,1.17
2015,EN_H2O_WQNS,GPERM3,UKRINA,3.05
2016,EN_H2O_WQNS,GPERM3,UKRINA,0.74
2017,EN_H2O_WQNS,GPERM3,UKRINA,0.91
2018,EN_H2O_WQNS,GPERM3,UKRINA,
2019,EN_H2O_WQNS,GPERM3,UKRINA,0.8
2020,EN_H2O_WQNS,GPERM3,UKRINA,0.593
2021,EN_H2O_WQNS,GPERM3,UKRINA,0.591
2009,EN_H2O_WQNT,GPERM3,TREBISNJICA,1.27
2010,EN_H2O_WQNT,GPERM3,TREBISNJICA,0.74
2011,EN_H2O_WQNT,GPERM3,TREBISNJICA,0.58
2012,EN_H2O_WQNT,GPERM3,TREBISNJICA,
2013,EN_H2O_WQNT,GPERM3,TREBISNJICA,0.86
2014,EN_H2O_WQNT,GPERM3,TREBISNJICA,0.8
2015,EN_H2O_WQNT,GPERM3,TREBISNJICA,2.4
2016,EN_H2O_WQNT,GPERM3,TREBISNJICA,0.54
2017,EN_H2O_WQNT,GPERM3,TREBISNJICA,0.58
2018,EN_H2O_WQNT,GPERM3,TREBISNJICA,
2019,EN_H2O_WQNT,GPERM3,TREBISNJICA,0.51
2020,EN_H2O_WQNT,GPERM3,TREBISNJICA,0.291
2021,EN_H2O_WQNT,GPERM3,TREBISNJICA,0.296
2009,EN_H2O_WQNT,GPERM3,NERETVA,
2010,EN_H2O_WQNT,GPERM3,NERETVA,
2011,EN_H2O_WQNT,GPERM3,NERETVA,0.01
2012,EN_H2O_WQNT,GPERM3,NERETVA,0.01
2013,EN_H2O_WQNT,GPERM3,NERETVA,0.01
2014,EN_H2O_WQNT,GPERM3,NERETVA,0.01
2015,EN_H2O_WQNT,GPERM3,NERETVA,0.01
2016,EN_H2O_WQNT,GPERM3,NERETVA,0.02
2017,EN_H2O_WQNT,GPERM3,NERETVA,0.02
2018,EN_H2O_WQNT,GPERM3,NERETVA,
2019,EN_H2O_WQNT,GPERM3,NERETVA,0.01
2020,EN_H2O_WQNT,GPERM3,NERETVA,0.124
2021,EN_H2O_WQNT,GPERM3,NERETVA,0.073
